example_id,criterion_index,criterion_name,max_score,rater_id,score,answer_id,image_file,question,model_answer,rubric_levels
161_c1,1,Explanation of normal forms(3),3.0,rater2,,161,images/161.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3):  Correctly explains 1NF, 2NF, 3NF with conditions and how they remove anomalies | Good (0.5-2):  Explains normal forms with minor mistakes or missing details | Average (0.2-0.5):  Mentions normal forms but incomplete/partially wrong | Poor (0-0.2): Incorrect or missing explanation"
161_c2,2,Use of example(2),2.0,rater2,,161,images/161.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics",Excellent (2/3):  Clear table/example; shows anomalies and normalization steps correctly | Good (0.5-2):  Relevant example but explanation partially unclear | Average (0.2-0.5):  Example present but weak connection to concept | Poor (0-0.2):  No example or incorrect
161_c3,3,Clear and organized writing(2),2.0,rater2,,161,images/161.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3):  Very well-structured; clear flow, neat tables/steps | Good (0.5-2):  Generally clear with minor issues | Average (0.2-0.5): Understandable but poorly structured | Poor (0-0.2):  Disorganized and unclear"
347_c0,0,Understanding of Concept,4.0,rater2,,347,images/347.png,"Question 1. You are given the following values: 12, -5.4, 10000, 3.14, 0, 87, -200, 45.6, 999, 1.2. Choose the most efficient among Counting Sort, Radix Sort, or Bucket Sort for this dataset. Justify your selection and state the time and space complexity of all three algorithms.
2. A directed weighted graph is given below. Determine whether the graph contains a negative cycle using a step-by-step solution. Graph (text form): Vertices = {A, B, C, D}; Edges = A→B (4), B→C (-6), C→D (2), D→B (1), A→D (5).
3. You are given coin denominations: 1, 3, 4, 5. Find the minimum number of coins required to make 10 taka. Show the DP table and derive the final answer.","Answer 1: Bucket Sort is the most efficient for this dataset because it contains floating-point numbers and a wide range of values including negatives. Counting Sort is not suitable due to large range and non-integers, and Radix Sort is inefficient for floating-point values. Time Complexity: Counting Sort = O(n + k), Space = O(k); Radix Sort = O(d(n + k)), Space = O(n + k); Bucket Sort = O(n + k) average, worst O(n²), Space = O(n + k). Therefore, Bucket Sort is preferred.
Answer 2: Using Bellman-Ford algorithm: Step 1 initialize distances (A=0, others=∞). Step 2 relax edges repeatedly: A→B (4), B→C (-6), C→D (2), D→B (1). After V-1 iterations, distances keep decreasing due to cycle B→C→D→B with total weight (-6 + 2 + 1 = -3). Step 3 one more relaxation still reduces distance, confirming a negative cycle exists. Therefore, the graph contains a negative cycle.
Answer 3: Using Dynamic Programming: Let dp[x] = minimum coins to make x. Initialize dp[0]=0. Fill table up to 10: dp[1]=1, dp[2]=2, dp[3]=1, dp[4]=1, dp[5]=1, dp[6]=2, dp[7]=2, dp[8]=2, dp[9]=2, dp[10]=2. Minimum coins for 10 = 2 (5+5 or 4+3+3 is larger). Final answer: 2 coins.
Rubrics",Excellent (4): Fully correct and clearly demonstrates the concept | Good (3): Mostly correct with minor issues | Average (2): Partial understanding | Poor (1): Shows little understanding; answer mostly incorrect
347_c1,1,Step-by-Step Procedure,4.0,rater2,,347,images/347.png,"Question 1. You are given the following values: 12, -5.4, 10000, 3.14, 0, 87, -200, 45.6, 999, 1.2. Choose the most efficient among Counting Sort, Radix Sort, or Bucket Sort for this dataset. Justify your selection and state the time and space complexity of all three algorithms.
2. A directed weighted graph is given below. Determine whether the graph contains a negative cycle using a step-by-step solution. Graph (text form): Vertices = {A, B, C, D}; Edges = A→B (4), B→C (-6), C→D (2), D→B (1), A→D (5).
3. You are given coin denominations: 1, 3, 4, 5. Find the minimum number of coins required to make 10 taka. Show the DP table and derive the final answer.","Answer 1: Bucket Sort is the most efficient for this dataset because it contains floating-point numbers and a wide range of values including negatives. Counting Sort is not suitable due to large range and non-integers, and Radix Sort is inefficient for floating-point values. Time Complexity: Counting Sort = O(n + k), Space = O(k); Radix Sort = O(d(n + k)), Space = O(n + k); Bucket Sort = O(n + k) average, worst O(n²), Space = O(n + k). Therefore, Bucket Sort is preferred.
Answer 2: Using Bellman-Ford algorithm: Step 1 initialize distances (A=0, others=∞). Step 2 relax edges repeatedly: A→B (4), B→C (-6), C→D (2), D→B (1). After V-1 iterations, distances keep decreasing due to cycle B→C→D→B with total weight (-6 + 2 + 1 = -3). Step 3 one more relaxation still reduces distance, confirming a negative cycle exists. Therefore, the graph contains a negative cycle.
Answer 3: Using Dynamic Programming: Let dp[x] = minimum coins to make x. Initialize dp[0]=0. Fill table up to 10: dp[1]=1, dp[2]=2, dp[3]=1, dp[4]=1, dp[5]=1, dp[6]=2, dp[7]=2, dp[8]=2, dp[9]=2, dp[10]=2. Minimum coins for 10 = 2 (5+5 or 4+3+3 is larger). Final answer: 2 coins.
Rubrics",Excellent (4): All steps clearly shown and well structured | Good (3): Mostly correct steps | Average (2): Few correct steps | Poor (1): Missing or wrong steps
347_c2,2,Accuracy of Final Answer,4.0,rater2,,347,images/347.png,"Question 1. You are given the following values: 12, -5.4, 10000, 3.14, 0, 87, -200, 45.6, 999, 1.2. Choose the most efficient among Counting Sort, Radix Sort, or Bucket Sort for this dataset. Justify your selection and state the time and space complexity of all three algorithms.
2. A directed weighted graph is given below. Determine whether the graph contains a negative cycle using a step-by-step solution. Graph (text form): Vertices = {A, B, C, D}; Edges = A→B (4), B→C (-6), C→D (2), D→B (1), A→D (5).
3. You are given coin denominations: 1, 3, 4, 5. Find the minimum number of coins required to make 10 taka. Show the DP table and derive the final answer.","Answer 1: Bucket Sort is the most efficient for this dataset because it contains floating-point numbers and a wide range of values including negatives. Counting Sort is not suitable due to large range and non-integers, and Radix Sort is inefficient for floating-point values. Time Complexity: Counting Sort = O(n + k), Space = O(k); Radix Sort = O(d(n + k)), Space = O(n + k); Bucket Sort = O(n + k) average, worst O(n²), Space = O(n + k). Therefore, Bucket Sort is preferred.
Answer 2: Using Bellman-Ford algorithm: Step 1 initialize distances (A=0, others=∞). Step 2 relax edges repeatedly: A→B (4), B→C (-6), C→D (2), D→B (1). After V-1 iterations, distances keep decreasing due to cycle B→C→D→B with total weight (-6 + 2 + 1 = -3). Step 3 one more relaxation still reduces distance, confirming a negative cycle exists. Therefore, the graph contains a negative cycle.
Answer 3: Using Dynamic Programming: Let dp[x] = minimum coins to make x. Initialize dp[0]=0. Fill table up to 10: dp[1]=1, dp[2]=2, dp[3]=1, dp[4]=1, dp[5]=1, dp[6]=2, dp[7]=2, dp[8]=2, dp[9]=2, dp[10]=2. Minimum coins for 10 = 2 (5+5 or 4+3+3 is larger). Final answer: 2 coins.
Rubrics",Excellent (4): Fully accurate and justified | Good (3): Mostly correct | Average (2): Partially correct | Poor (1): Wrong result
347_c3,3,Clarity & Presentation,4.0,rater2,,347,images/347.png,"Question 1. You are given the following values: 12, -5.4, 10000, 3.14, 0, 87, -200, 45.6, 999, 1.2. Choose the most efficient among Counting Sort, Radix Sort, or Bucket Sort for this dataset. Justify your selection and state the time and space complexity of all three algorithms.
2. A directed weighted graph is given below. Determine whether the graph contains a negative cycle using a step-by-step solution. Graph (text form): Vertices = {A, B, C, D}; Edges = A→B (4), B→C (-6), C→D (2), D→B (1), A→D (5).
3. You are given coin denominations: 1, 3, 4, 5. Find the minimum number of coins required to make 10 taka. Show the DP table and derive the final answer.","Answer 1: Bucket Sort is the most efficient for this dataset because it contains floating-point numbers and a wide range of values including negatives. Counting Sort is not suitable due to large range and non-integers, and Radix Sort is inefficient for floating-point values. Time Complexity: Counting Sort = O(n + k), Space = O(k); Radix Sort = O(d(n + k)), Space = O(n + k); Bucket Sort = O(n + k) average, worst O(n²), Space = O(n + k). Therefore, Bucket Sort is preferred.
Answer 2: Using Bellman-Ford algorithm: Step 1 initialize distances (A=0, others=∞). Step 2 relax edges repeatedly: A→B (4), B→C (-6), C→D (2), D→B (1). After V-1 iterations, distances keep decreasing due to cycle B→C→D→B with total weight (-6 + 2 + 1 = -3). Step 3 one more relaxation still reduces distance, confirming a negative cycle exists. Therefore, the graph contains a negative cycle.
Answer 3: Using Dynamic Programming: Let dp[x] = minimum coins to make x. Initialize dp[0]=0. Fill table up to 10: dp[1]=1, dp[2]=2, dp[3]=1, dp[4]=1, dp[5]=1, dp[6]=2, dp[7]=2, dp[8]=2, dp[9]=2, dp[10]=2. Minimum coins for 10 = 2 (5+5 or 4+3+3 is larger). Final answer: 2 coins.
Rubrics","Excellent (4): Very clear, neat diagrams/tables, strong justification | Good (3): Clear explanation | Average (2): Understandable but not neat | Poor (1): Poorly organized"
443_c0,0,Supervised Learning,2.5,rater2,,443,images/443.png,"Describe Supervised, Unsupervised, and Reinforcement Machine Learning.","Supervised Learning:
Supervised learning is a type of machine learning in which the model is trained using labeled data. Each input is associated with a correct output, and the model learns to map inputs to outputs by minimizing error using a loss function.
Examples include spam detection, image classification, and regression tasks.
Unsupervised Learning:
Unsupervised learning is a type of machine learning where the model is trained on unlabeled data. It identifies hidden patterns, structures, or relationships within the data.
Common techniques include clustering and dimensionality reduction.
Examples include customer segmentation and anomaly detection.
Reinforcement Learning:
Reinforcement learning is a type of machine learning where an agent interacts with an environment and learns by receiving rewards or penalties. The objective is to learn an optimal policy that maximizes cumulative reward over time.
Examples include game playing, robotics, and self-driving systems.
Rubrics for Machine Learning",Excellent (2.5): Defines clearly AND includes key idea (labeled data + prediction/learning) AND example | Good (2): Correct definition but missing either key idea or example | Average (1.5): Partial understanding (only labeled data mentioned) | Poor (1): Incorrect or missing definition
443_c1,1,Unsupervised Learning,2.5,rater2,,443,images/443.png,"Describe Supervised, Unsupervised, and Reinforcement Machine Learning.","Supervised Learning:
Supervised learning is a type of machine learning in which the model is trained using labeled data. Each input is associated with a correct output, and the model learns to map inputs to outputs by minimizing error using a loss function.
Examples include spam detection, image classification, and regression tasks.
Unsupervised Learning:
Unsupervised learning is a type of machine learning where the model is trained on unlabeled data. It identifies hidden patterns, structures, or relationships within the data.
Common techniques include clustering and dimensionality reduction.
Examples include customer segmentation and anomaly detection.
Reinforcement Learning:
Reinforcement learning is a type of machine learning where an agent interacts with an environment and learns by receiving rewards or penalties. The objective is to learn an optimal policy that maximizes cumulative reward over time.
Examples include game playing, robotics, and self-driving systems.
Rubrics for Machine Learning","Excellent (2.5): Clearly states no labels AND mentions pattern discovery (e.g., clustering) with example | Good (2): Correct but lacks example or clarity | Average (1.5): Mentions no labels but no understanding of purpose | Poor (1): Incorrect or missing definition"
443_c2,2,Reinforcement Learning,2.5,rater2,,443,images/443.png,"Describe Supervised, Unsupervised, and Reinforcement Machine Learning.","Supervised Learning:
Supervised learning is a type of machine learning in which the model is trained using labeled data. Each input is associated with a correct output, and the model learns to map inputs to outputs by minimizing error using a loss function.
Examples include spam detection, image classification, and regression tasks.
Unsupervised Learning:
Unsupervised learning is a type of machine learning where the model is trained on unlabeled data. It identifies hidden patterns, structures, or relationships within the data.
Common techniques include clustering and dimensionality reduction.
Examples include customer segmentation and anomaly detection.
Reinforcement Learning:
Reinforcement learning is a type of machine learning where an agent interacts with an environment and learns by receiving rewards or penalties. The objective is to learn an optimal policy that maximizes cumulative reward over time.
Examples include game playing, robotics, and self-driving systems.
Rubrics for Machine Learning","Excellent (2.5): Clearly explains agent, environment, reward mechanism AND goal of maximizing reward | Good (2): Mentions reward-based learning but lacks full explanation | Average (1.5): Partial idea (trial-and-error only) | Poor (1): Incorrect or missing definition"
443_c3,3,"Example, Overall Clarity & Structure",2.5,rater2,,443,images/443.png,"Describe Supervised, Unsupervised, and Reinforcement Machine Learning.","Supervised Learning:
Supervised learning is a type of machine learning in which the model is trained using labeled data. Each input is associated with a correct output, and the model learns to map inputs to outputs by minimizing error using a loss function.
Examples include spam detection, image classification, and regression tasks.
Unsupervised Learning:
Unsupervised learning is a type of machine learning where the model is trained on unlabeled data. It identifies hidden patterns, structures, or relationships within the data.
Common techniques include clustering and dimensionality reduction.
Examples include customer segmentation and anomaly detection.
Reinforcement Learning:
Reinforcement learning is a type of machine learning where an agent interacts with an environment and learns by receiving rewards or penalties. The objective is to learn an optimal policy that maximizes cumulative reward over time.
Examples include game playing, robotics, and self-driving systems.
Rubrics for Machine Learning",Excellent (2.5): All three types clearly distinguished and well-organized | Good (2): Mostly clear but slight confusion between types | Average (1.5): Some mixing of concepts | Poor (1): Poor or unclear explanation
150_c0,0,Understanding of normalization and related problems(3),3.0,rater2,,150,images/150.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3): Clearly explains normalization purpose; correctly identifies redundancy and all anomalies (insertion, deletion, update) with reasoning | Good (0.5-2):  Explains normalization and anomalies but misses depth or one type | Average (0.2-0.5):  Basic idea; anomalies unclear or partially incorrect | Poor (0-0.2):  No clear understanding; mostly incorrect"
150_c1,1,Explanation of normal forms(3),3.0,rater2,,150,images/150.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3):  Correctly explains 1NF, 2NF, 3NF with conditions and how they remove anomalies | Good (0.5-2):  Explains normal forms with minor mistakes or missing details | Average (0.2-0.5):  Mentions normal forms but incomplete/partially wrong | Poor (0-0.2): Incorrect or missing explanation"
150_c2,2,Use of example(2),2.0,rater2,,150,images/150.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics",Excellent (2/3):  Clear table/example; shows anomalies and normalization steps correctly | Good (0.5-2):  Relevant example but explanation partially unclear | Average (0.2-0.5):  Example present but weak connection to concept | Poor (0-0.2):  No example or incorrect
