model,example_id,criterion_index,run0,run1,run2,run3,run4,mean,std,range
pixtral,101_c3,3,2.0,2.0,2.0,2.0,3.0,2.2,0.4472135954999579,1.0
pixtral,103_c0,0,3.0,3.0,2.0,3.0,2.0,2.6,0.5477225575051661,1.0
pixtral,103_c1,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,103_c2,2,3.0,2.0,3.0,2.0,2.0,2.4,0.5477225575051661,1.0
pixtral,103_c3,3,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,106_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,106_c1,1,2.0,2.0,2.0,1.75,1.75,1.9,0.13693063937629155,0.25
pixtral,106_c2,2,1.75,1.75,1.75,1.75,1.75,1.75,0.0,0.0
pixtral,110_c0,0,2.0,2.0,1.75,2.0,2.0,1.95,0.11180339887498948,0.25
pixtral,110_c1,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,110_c2,2,1.75,1.75,1.75,2.0,2.0,1.85,0.13693063937629155,0.25
pixtral,117_c0,0,1.75,2.0,2.0,2.0,2.0,1.95,0.11180339887498947,0.25
pixtral,117_c1,1,1.75,2.0,1.75,1.25,2.0,1.75,0.30618621784789724,0.75
pixtral,117_c2,2,1.75,1.75,1.75,2.0,1.75,1.8,0.11180339887498948,0.25
pixtral,119_c0,0,2.0,1.75,2.0,2.0,2.0,1.95,0.11180339887498947,0.25
pixtral,119_c1,1,1.75,1.75,2.0,2.0,2.0,1.9,0.13693063937629155,0.25
pixtral,119_c2,2,1.75,1.75,1.75,1.75,1.75,1.75,0.0,0.0
pixtral,122_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,122_c1,1,1.75,2.0,1.75,1.75,2.0,1.85,0.13693063937629152,0.25
pixtral,122_c2,2,1.75,1.75,1.75,1.75,1.75,1.75,0.0,0.0
pixtral,127_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,127_c1,1,1.75,1.75,2.0,2.0,2.0,1.9,0.13693063937629155,0.25
pixtral,127_c2,2,1.75,1.75,1.75,1.75,2.0,1.8,0.11180339887498948,0.25
pixtral,12_c0,0,1.0,2.0,1.0,2.0,2.0,1.6,0.5477225575051661,1.0
pixtral,12_c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,12_c2,2,0.0,0.5,0.5,0.5,0.5,0.4,0.22360679774997902,0.5
pixtral,12_c3,3,0.5,0.0,0.5,0.0,0.0,0.2,0.2738612787525831,0.5
pixtral,142_c0,0,2.0,2.5,2.5,2.0,2.0,2.2,0.2738612787525831,0.5
pixtral,142_c1,1,0.5,1.5,1.0,1.0,1.5,1.1,0.4183300132670378,1.0
pixtral,142_c2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,142_c3,3,1.0,1.5,1.5,1.0,1.0,1.2,0.27386127875258304,0.5
pixtral,143_c0,0,1.5,2.5,2.5,2.0,2.0,2.1,0.4183300132670378,1.0
pixtral,143_c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,143_c2,2,1.0,1.0,1.5,1.0,1.0,1.1,0.22360679774997896,0.5
pixtral,143_c3,3,1.0,1.0,1.5,1.0,1.0,1.1,0.22360679774997896,0.5
pixtral,144_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,144_c1,1,1.0,0.0,0.5,0.0,0.5,0.4,0.4183300132670378,1.0
pixtral,144_c2,2,2.0,1.0,1.0,1.0,1.5,1.3,0.4472135954999579,1.0
pixtral,144_c3,3,1.0,1.0,1.0,1.5,1.5,1.2,0.27386127875258304,0.5
pixtral,146_c0,0,2.0,2.5,2.5,2.5,2.0,2.3,0.27386127875258304,0.5
pixtral,146_c1,1,2.0,1.5,1.5,1.0,1.0,1.4,0.4183300132670378,1.0
pixtral,146_c2,2,2.0,2.0,2.0,2.0,1.5,1.9,0.22360679774997896,0.5
pixtral,146_c3,3,1.5,1.5,1.0,1.5,1.0,1.3,0.27386127875258304,0.5
pixtral,147_c0,0,2.0,2.0,2.5,2.5,2.0,2.2,0.2738612787525831,0.5
pixtral,147_c1,1,2.0,1.0,1.0,1.5,1.5,1.4,0.4183300132670378,1.0
pixtral,147_c2,2,1.0,1.0,1.0,1.5,1.0,1.1,0.22360679774997896,0.5
pixtral,147_c3,3,1.0,1.0,1.0,1.0,1.5,1.1,0.22360679774997896,0.5
pixtral,150_c0,0,3.0,2.5,2.0,2.0,2.0,2.3,0.4472135954999579,1.0
pixtral,150_c1,1,1.5,2.0,2.0,1.5,1.0,1.6,0.4183300132670378,1.0
pixtral,150_c2,2,1.0,1.0,2.0,1.5,1.5,1.4,0.4183300132670378,1.0
pixtral,150_c3,3,1.0,1.0,1.0,1.5,1.0,1.1,0.22360679774997896,0.5
pixtral,161_c0,0,2.0,2.5,3.0,2.5,3.0,2.6,0.4183300132670378,1.0
pixtral,161_c1,1,1.5,2.0,1.0,1.0,1.0,1.3,0.4472135954999579,1.0
pixtral,161_c2,2,2.0,1.0,2.0,1.0,2.0,1.6,0.5477225575051661,1.0
pixtral,161_c3,3,1.5,1.0,1.5,1.5,1.5,1.4,0.22360679774997894,0.5
pixtral,169_c0,0,2.5,2.5,3.0,2.0,3.0,2.6,0.4183300132670378,1.0
pixtral,169_c1,1,1.0,2.5,1.5,1.0,1.5,1.5,0.6123724356957945,1.5
pixtral,169_c2,2,1.5,1.5,1.5,1.0,1.5,1.4,0.22360679774997896,0.5
pixtral,169_c3,3,1.0,1.0,1.5,1.5,1.5,1.3,0.27386127875258304,0.5
pixtral,173_c0,0,3.0,2.0,3.0,3.0,3.0,2.8,0.44721359549995787,1.0
pixtral,173_c1,1,2.0,3.0,1.5,1.5,2.0,2.0,0.6123724356957945,1.5
pixtral,173_c2,2,2.0,2.0,2.0,1.0,2.0,1.8,0.4472135954999579,1.0
pixtral,173_c3,3,1.5,1.5,1.0,1.0,1.5,1.3,0.27386127875258304,0.5
pixtral,177_c0,0,2.0,2.0,2.0,2.5,2.0,2.1,0.22360679774997896,0.5
pixtral,177_c1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,177_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,177_c3,3,1.0,1.5,1.0,1.5,1.0,1.2,0.27386127875258304,0.5
pixtral,182_c0,0,1.0,1.0,1.0,2.0,1.0,1.2,0.4472135954999579,1.0
pixtral,182_c1,1,3.0,2.0,2.0,3.0,3.0,2.6,0.5477225575051661,1.0
pixtral,182_c2,2,1.0,2.0,1.0,1.0,1.0,1.2,0.44721359549995804,1.0
pixtral,182_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,189_c0,0,1.0,1.0,2.0,1.0,1.0,1.2,0.4472135954999579,1.0
pixtral,189_c1,1,3.0,3.0,2.0,2.0,3.0,2.6,0.5477225575051661,1.0
pixtral,189_c2,2,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,189_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,18_c0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,18_c1,1,0.5,1.0,1.0,1.0,1.0,0.9,0.22360679774997902,0.5
pixtral,18_c2,2,0.0,0.0,0.5,0.0,0.0,0.1,0.22360679774997902,0.5
pixtral,18_c3,3,0.0,0.5,0.0,0.0,0.0,0.1,0.22360679774997902,0.5
pixtral,190_c0,0,1.0,2.0,2.0,1.0,2.0,1.6,0.5477225575051661,1.0
pixtral,190_c1,1,3.0,3.0,3.0,2.0,3.0,2.8,0.4472135954999579,1.0
pixtral,190_c2,2,1.0,2.0,1.0,1.0,1.0,1.2,0.44721359549995804,1.0
pixtral,190_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,196_c0,0,1.0,1.0,1.0,2.0,2.0,1.4,0.5477225575051661,1.0
pixtral,196_c1,1,2.0,2.0,3.0,2.0,2.0,2.2,0.4472135954999579,1.0
pixtral,196_c2,2,1.0,1.0,2.0,1.0,1.0,1.2,0.4472135954999579,1.0
pixtral,196_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,205_c0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,205_c1,1,1.0,1.0,1.0,2.0,2.0,1.4,0.5477225575051661,1.0
pixtral,205_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,205_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,208_c0,0,1.0,1.0,1.0,2.0,1.0,1.2,0.4472135954999579,1.0
pixtral,208_c1,1,2.0,3.0,2.0,2.0,3.0,2.4,0.5477225575051661,1.0
pixtral,208_c2,2,2.0,2.0,1.0,1.0,2.0,1.6,0.5477225575051661,1.0
pixtral,208_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,216_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,216_c1,1,2.0,1.0,1.0,1.0,2.0,1.4,0.5477225575051661,1.0
pixtral,216_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,216_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,216_c4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,222_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,222_c1,1,2.0,1.0,1.0,1.0,0.0,1.0,0.7071067811865476,2.0
pixtral,222_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,222_c3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,222_c4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,228_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,228_c1,1,2.0,2.0,2.0,2.0,1.0,1.8,0.4472135954999579,1.0
pixtral,228_c2,2,1.0,1.0,0.0,0.0,0.0,0.4,0.5477225575051662,1.0
pixtral,228_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,228_c4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,247_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,247_c1,1,3.0,3.0,2.0,3.0,3.0,2.8,0.4472135954999579,1.0
pixtral,247_c2,2,2.0,1.0,0.0,1.0,1.0,1.0,0.7071067811865476,2.0
pixtral,247_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,247_c4,4,1.0,1.0,1.0,1.0,0.0,0.8,0.4472135954999579,1.0
pixtral,259_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,259_c1,1,2.0,2.0,2.0,3.0,2.0,2.2,0.4472135954999579,1.0
pixtral,259_c2,2,1.0,1.0,1.0,1.0,0.0,0.8,0.4472135954999579,1.0
pixtral,259_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,259_c4,4,1.0,0.0,1.0,1.0,1.0,0.8,0.44721359549995804,1.0
pixtral,263_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,263_c1,1,3.0,3.0,3.0,3.0,2.0,2.8,0.4472135954999579,1.0
pixtral,263_c2,2,2.0,1.0,2.0,1.0,2.0,1.6,0.5477225575051661,1.0
pixtral,263_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,263_c4,4,1.0,0.0,1.0,1.0,1.0,0.8,0.44721359549995804,1.0
pixtral,264_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,264_c1,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,264_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,264_c3,3,0.0,1.0,0.0,0.0,0.0,0.2,0.44721359549995804,1.0
pixtral,264_c4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,268_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,268_c1,1,3.0,3.0,2.0,3.0,3.0,2.8,0.4472135954999579,1.0
pixtral,268_c2,2,2.0,2.0,1.0,1.0,2.0,1.6,0.5477225575051661,1.0
pixtral,268_c3,3,0.0,1.0,1.0,1.0,1.0,0.8,0.44721359549995804,1.0
pixtral,268_c4,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,277_c0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,277_c1,1,1.0,1.0,1.0,2.0,1.0,1.2,0.4472135954999579,1.0
pixtral,277_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,277_c3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,277_c4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,27_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,27_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,27_c2,2,2.5,2.5,2.0,2.5,2.5,2.4,0.22360679774997896,0.5
pixtral,27_c3,3,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,281_c2,2,1.0,1.0,0.0,1.0,1.0,0.8,0.4472135954999579,1.0
pixtral,281_def,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,281_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,281_kdd,1,4.0,4.0,3.0,3.0,4.0,3.6,0.5477225575051661,1.0
pixtral,287_c2,2,2.0,1.0,2.0,1.0,1.0,1.4,0.5477225575051661,1.0
pixtral,287_def,0,3.0,3.0,2.0,2.0,3.0,2.6,0.5477225575051661,1.0
pixtral,287_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,287_kdd,1,4.0,3.0,4.0,3.0,3.0,3.4,0.5477225575051661,1.0
pixtral,291_c2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,291_def,0,3.0,2.0,2.0,2.0,3.0,2.4,0.5477225575051661,1.0
pixtral,291_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,291_kdd,1,3.0,4.0,3.0,3.0,4.0,3.4,0.5477225575051661,1.0
pixtral,298_c2,2,2.0,2.0,2.0,2.0,3.0,2.2,0.4472135954999579,1.0
pixtral,298_def,0,1.0,3.0,2.0,2.0,3.0,2.2,0.8366600265340756,2.0
pixtral,298_ex,3,2.0,4.0,2.0,4.0,4.0,3.2,1.0954451150103321,2.0
pixtral,298_kdd,1,4.0,2.0,3.0,2.0,3.0,2.8,0.8366600265340756,2.0
pixtral,301_c2,2,1.0,1.0,2.0,1.0,1.0,1.2,0.4472135954999579,1.0
pixtral,301_def,0,3.0,2.0,2.0,3.0,2.0,2.4,0.5477225575051661,1.0
pixtral,301_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,301_kdd,1,3.0,2.0,3.0,3.0,3.0,2.8,0.44721359549995787,1.0
pixtral,309_c2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,309_def,0,0.0,0.0,0.0,0.0,1.0,0.2,0.447213595499958,1.0
pixtral,309_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,309_kdd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,316_c2,2,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,316_def,0,2.0,3.0,3.0,3.0,3.0,2.8,0.44721359549995787,1.0
pixtral,316_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,316_kdd,1,4.0,3.0,4.0,4.0,4.0,3.8,0.44721359549995787,1.0
pixtral,320_c2,2,0.0,1.0,4.0,0.0,0.0,1.0,1.7320508075688772,4.0
pixtral,320_def,0,0.0,3.0,0.0,0.0,0.0,0.6,1.3416407864998738,3.0
pixtral,320_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,320_kdd,1,0.0,4.0,4.0,4.0,4.0,3.2,1.7888543819998322,4.0
pixtral,337_c0,0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
pixtral,337_c1,1,4.0,4.0,3.0,3.0,4.0,3.6,0.5477225575051661,1.0
pixtral,337_c2,2,3.0,3.0,3.0,3.0,4.0,3.2,0.4472135954999579,1.0
pixtral,337_c3,3,3.0,3.0,4.0,3.0,3.0,3.2,0.4472135954999579,1.0
pixtral,343_c0,0,4.0,4.0,4.0,4.0,3.0,3.8,0.4472135954999579,1.0
pixtral,343_c1,1,3.0,3.0,4.0,4.0,4.0,3.6,0.5477225575051661,1.0
pixtral,343_c2,2,3.0,3.0,3.0,4.0,3.0,3.2,0.4472135954999579,1.0
pixtral,343_c3,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,347_c0,0,3.0,4.0,3.0,4.0,4.0,3.6,0.5477225575051661,1.0
pixtral,347_c1,1,3.0,4.0,3.0,3.0,4.0,3.4,0.5477225575051661,1.0
pixtral,347_c2,2,3.0,3.0,4.0,4.0,4.0,3.6,0.5477225575051661,1.0
pixtral,347_c3,3,3.0,3.0,3.0,4.0,3.0,3.2,0.4472135954999579,1.0
pixtral,351_c0,0,4.0,4.0,4.0,4.0,3.0,3.8,0.4472135954999579,1.0
pixtral,351_c1,1,4.0,3.0,4.0,4.0,4.0,3.8,0.44721359549995787,1.0
pixtral,351_c2,2,4.0,3.0,3.0,3.0,3.0,3.2,0.44721359549995787,1.0
pixtral,351_c3,3,4.0,4.0,3.0,3.0,3.0,3.4,0.5477225575051661,1.0
pixtral,358_c0,0,4.0,4.0,3.0,4.0,3.0,3.6,0.5477225575051661,1.0
pixtral,358_c1,1,4.0,4.0,3.0,3.0,4.0,3.6,0.5477225575051661,1.0
pixtral,358_c2,2,3.0,3.0,4.0,3.0,4.0,3.4,0.5477225575051661,1.0
pixtral,358_c3,3,4.0,3.0,3.0,3.0,3.0,3.2,0.44721359549995787,1.0
pixtral,368_c0,0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,368_c1,1,3.0,3.0,4.0,3.0,3.0,3.2,0.4472135954999579,1.0
pixtral,368_c2,2,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,368_c3,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,377_c0,0,3.0,3.0,4.0,4.0,4.0,3.6,0.5477225575051661,1.0
pixtral,377_c1,1,3.0,3.0,4.0,3.0,3.0,3.2,0.4472135954999579,1.0
pixtral,377_c2,2,4.0,3.0,3.0,3.0,3.0,3.2,0.44721359549995787,1.0
pixtral,377_c3,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,37_c0,0,2.5,2.5,2.5,2.5,2.0,2.4,0.22360679774997896,0.5
pixtral,37_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,37_c2,2,2.5,1.0,1.0,2.5,2.5,1.9,0.8215838362577492,1.5
pixtral,37_c3,3,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,392_c0,0,4.0,4.0,4.0,3.0,4.0,3.8,0.4472135954999579,1.0
pixtral,392_c1,1,4.0,3.0,4.0,4.0,4.0,3.8,0.44721359549995787,1.0
pixtral,392_c2,2,3.0,4.0,3.0,3.0,4.0,3.4,0.5477225575051661,1.0
pixtral,392_c3,3,4.0,3.0,3.0,4.0,3.0,3.4,0.5477225575051661,1.0
pixtral,395_c0,0,4.0,3.0,4.0,4.0,3.0,3.6,0.5477225575051661,1.0
pixtral,395_c1,1,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,395_c2,2,3.0,3.0,3.0,4.0,3.0,3.2,0.4472135954999579,1.0
pixtral,395_c3,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
pixtral,39_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,39_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,39_c2,2,2.5,1.5,1.5,1.0,2.0,1.7,0.570087712549569,1.5
pixtral,39_c3,3,0.0,0.0,0.0,1.0,0.0,0.2,0.447213595499958,1.0
pixtral,400_c0,0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
pixtral,400_c1,1,4.0,4.0,4.0,4.0,3.0,3.8,0.4472135954999579,1.0
pixtral,400_c2,2,4.0,3.0,4.0,3.0,4.0,3.6,0.5477225575051661,1.0
pixtral,400_c3,3,4.0,4.0,3.0,3.0,4.0,3.6,0.5477225575051661,1.0
pixtral,405_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,405_c1,1,2.5,2.5,2.5,2.0,2.5,2.4,0.22360679774997896,0.5
pixtral,405_c2,2,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,405_c3,3,1.5,1.5,2.0,2.5,2.0,1.9,0.4183300132670378,1.0
pixtral,410_c0,0,2.5,2.5,2.5,2.0,2.5,2.4,0.22360679774997896,0.5
pixtral,410_c1,1,2.0,2.5,2.0,2.0,2.0,2.1,0.22360679774997894,0.5
pixtral,410_c2,2,2.0,2.5,2.0,2.0,2.5,2.2,0.27386127875258304,0.5
pixtral,410_c3,3,1.5,1.5,2.0,1.0,1.5,1.5,0.3535533905932738,1.0
pixtral,420_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,420_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,420_c2,2,2.5,2.5,2.5,2.0,2.5,2.4,0.22360679774997896,0.5
pixtral,420_c3,3,2.5,2.0,1.5,2.5,2.5,2.2,0.4472135954999579,1.0
pixtral,422_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,422_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,422_c2,2,2.5,2.5,2.0,2.5,2.5,2.4,0.22360679774997896,0.5
pixtral,422_c3,3,2.5,2.0,2.5,2.0,2.5,2.3,0.2738612787525831,0.5
pixtral,432_c0,0,2.5,2.0,2.5,2.0,2.0,2.2,0.2738612787525831,0.5
pixtral,432_c1,1,2.0,2.5,2.5,2.0,2.5,2.3,0.2738612787525831,0.5
pixtral,432_c2,2,2.5,2.0,2.0,2.5,2.5,2.3,0.2738612787525831,0.5
pixtral,432_c3,3,1.5,2.0,1.5,1.5,1.5,1.6,0.22360679774997894,0.5
pixtral,440_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,440_c1,1,2.5,2.5,2.5,2.0,2.5,2.4,0.22360679774997896,0.5
pixtral,440_c2,2,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,440_c3,3,2.0,1.5,2.0,1.5,2.0,1.8,0.27386127875258304,0.5
pixtral,441_c0,0,2.5,2.0,2.5,2.5,2.5,2.4,0.22360679774997894,0.5
pixtral,441_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,441_c2,2,2.0,2.5,2.0,2.5,2.5,2.3,0.2738612787525831,0.5
pixtral,441_c3,3,2.0,1.5,2.0,2.0,1.5,1.8,0.27386127875258304,0.5
pixtral,443_c0,0,2.5,2.0,2.5,2.5,2.5,2.4,0.22360679774997894,0.5
pixtral,443_c1,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
pixtral,443_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,443_c3,3,1.0,1.5,1.5,1.5,1.5,1.4,0.22360679774997894,0.5
pixtral,463_c0,0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,463_c1,1,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,463_c2,2,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
pixtral,463_c3,3,2.0,2.0,2.0,2.5,2.5,2.2,0.2738612787525831,0.5
pixtral,469_c0,0,4.0,2.0,4.0,4.0,2.0,3.2,1.0954451150103321,2.0
pixtral,469_c1,1,3.0,4.0,3.0,3.0,3.0,3.2,0.44721359549995787,1.0
pixtral,469_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,469_ex,3,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
pixtral,470_c0,0,1.0,2.0,0.0,0.0,1.0,0.8,0.8366600265340756,2.0
pixtral,470_c1,1,1.0,2.0,0.0,2.0,2.0,1.4,0.8944271909999159,2.0
pixtral,470_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,470_ex,3,0.0,0.0,0.0,1.0,1.0,0.4,0.5477225575051662,1.0
pixtral,475_c0,0,4.0,3.0,3.0,2.0,0.0,2.4,1.5165750888103102,4.0
pixtral,475_c1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,475_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,475_ex,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,479_c0,0,3.0,4.0,4.0,2.0,3.0,3.2,0.8366600265340756,2.0
pixtral,479_c1,1,3.0,3.0,2.0,3.0,3.0,2.8,0.4472135954999579,1.0
pixtral,479_c2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pixtral,479_ex,3,3.0,3.0,0.0,4.0,3.0,2.6,1.51657508881031,4.0
pixtral,481_c0,0,2.0,4.0,2.0,2.0,3.0,2.6,0.8944271909999159,2.0
pixtral,481_c1,1,3.0,3.0,3.0,3.0,4.0,3.2,0.4472135954999579,1.0
pixtral,481_c2,2,2.0,0.0,2.0,3.0,2.0,1.8,1.0954451150103321,3.0
pixtral,481_ex,3,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
pixtral,75_c0,0,3.0,2.0,3.0,3.0,2.0,2.6,0.5477225575051661,1.0
pixtral,75_c1,1,1.0,1.0,1.0,0.0,1.0,0.8,0.4472135954999579,1.0
pixtral,75_c2,2,2.0,3.0,2.0,2.0,2.0,2.2,0.44721359549995787,1.0
pixtral,75_c3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
pixtral,99_c0,0,2.0,2.0,2.0,3.0,3.0,2.4,0.5477225575051661,1.0
pixtral,99_c1,1,1.0,2.0,1.0,2.0,2.0,1.6,0.5477225575051661,1.0
pixtral,99_c2,2,2.0,3.0,2.0,2.0,2.0,2.2,0.44721359549995787,1.0
pixtral,99_c3,3,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
donut,101_c0,0,0.0,,,,,0.0,,
donut,101_c1,1,3.0,,,2.0,1.0,2.0,1.0,
donut,101_c2,2,,,2.0,,,2.0,,
donut,101_c3,3,1.0,2.0,,,,1.5,0.7071067811865476,
donut,103_c0,0,1.0,,,,2.0,1.5,0.7071067811865476,
donut,103_c1,1,2.0,2.0,,,,2.0,0.0,
donut,103_c2,2,,,,,,,,
donut,103_c3,3,,,,1.0,3.0,2.0,1.4142135623730951,
donut,106_c0,0,,2.0,,,,2.0,,
donut,106_c1,1,,,,,,,,
donut,106_c2,2,,,,,,,,
donut,110_c0,0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
donut,110_c1,1,2.0,1.0,,2.0,2.0,1.75,0.5,
